target,f1,f2,f3,f4,f5,f6,f7,f8,f9
56.77,283.85,158.2,0,0.15,436.75,500,310500,5,25
3.46,17.3,16,0,0,367.1,500,49500,5,20
3.6,18,27.7,0,0,272.45,500,135000,5,25
33.88,169.4,74.9,0,0.1,457.3,500,211500,10,30
5.83,29.15,0,114.65,0,500,123.2,247500,10,30
2.81,14.05,0,64.25,0,500,106.8,220500,5,15
113.11,565.55,238.3,0,0.25,460.75,500,270000,5,20
3.35,16.75,0,87.3,0,500,94.2,373500,10,30
2.88,14.4,30.05,0,0,216.05,500,99000,10,35
52.31,261.55,199.25,0,0.1,397.75,500,364500,5,10
65.12,325.6,187,0,0.15,433.6,500,207000,5,10
78.95,394.75,196.75,0,0.2,447.5,500,405000,10,30
4.61,23.05,24.65,0,0,341.5,500,27000,5,20
3.74,18.7,25.4,0,0,296.45,500,405000,5,15
3.64,18.2,0,86.95,0,500,102.45,342000,5,15
44.5,222.5,70.9,0,0.1,476.4,500,184500,5,15
2.88,14.4,27.2,0,0,233.95,500,72000,10,35
4.86,24.3,0,83.7,0,500,139.4,391500,5,20
2.99,14.95,28.6,0,0,231.65,500,31500,5,5
2.92,14.6,22.3,0,0,273.9,500,58500,10,35
2.84,14.2,21.95,0,0,271.6,500,121500,5,5
52.85,264.25,109.6,0,0.1,461.85,500,252000,5,5
3.64,18.2,16.2,0.2,0,373.5,499.95,58500,10,30
3.2,16,23.95,0,0,277.75,500,90000,5,25
2.63,13.15,26.1,0,0,224.95,500,76500,5,5
42.01,210.05,24.5,10.1,0.1,496.65,499.4,162000,10,30
4.25,21.25,0,134.8,0,500,77.85,355500,10,30
29.48,147.4,42.1,0,0.05,480.75,500,252000,10,35
118.15,590.75,233.1,0,0.25,465.1,500,256500,5,5
12.13,60.65,6.5,83.5,0.05,497.15,293.85,220500,5,15
3.1,15.5,29.5,0,0,232.55,500,76500,10,35
112.82,564.1,264.8,0,0.25,452.6,500,342000,5,10
2.95,14.75,23.95,0,0,262.2,500,130500,5,10
59.36,296.8,172.25,0,0.15,432.45,500,175500,5,10
2.74,13.7,0,59.2,0,500,112.75,243000,10,35
2.77,13.85,19.8,0,0,286.6,500,423000,5,15
3.64,18.2,0,87.1,0,500,102.25,387000,5,5
66.02,330.1,210.4,0,0.15,421.65,500,261000,5,15
3.53,17.65,0,116.3,0,500,75,373500,10,30
2.92,14.6,21.6,0,0,280,500,85500,5,5
71.96,359.8,248.4,0,0.15,411.45,500,211500,5,15
2.88,14.4,23.6,0,0,260.45,500,130500,10,35
2.99,14.95,26.1,0,0,248.5,500,18000,10,35
3.92,19.6,30.95,0,0,267.5,500,418500,5,25
4.46,22.3,25.9,0,0,326.25,500,36000,5,25
99.47,497.35,253.25,0,0.25,445.55,500,211500,5,20
4.57,22.85,0,68.95,0,500,157.3,225000,10,30
3.89,19.45,26.65,0,0,294.75,500,409500,5,10
2.99,14.95,0,84.25,0,500,87.35,247500,10,30
80.35,401.75,146.35,0,0.2,469.8,500,369000,5,25
2.99,14.95,0,57.25,0,500,126.35,360000,10,35
3.2,16,0,71.3,0,500,109.5,373500,10,35
27.61,138.05,2.35,7.2,0.05,499.95,499.3,247500,10,30
2.95,14.75,16.2,0,0,336.6,500,121500,10,35
31.54,157.7,9,18,0.05,499.2,496.75,171000,5,20
40.39,201.95,155.9,0,0.1,395.8,500,94500,5,20
55.84,279.2,87.65,0,0.15,477.05,500,261000,5,5
3.49,17.45,27.2,0,0,270,500,405000,5,20
2.7,13.5,0,56.7,0,500,115.8,175500,10,35
40.57,202.85,3.6,7.2,0.1,499.9,499.7,373500,5,5
35.42,177.1,1.45,14.4,0.1,500,498.35,288000,10,30
4.68,23.4,12.95,0,0,437.45,500,418500,5,25
5.26,26.3,0,127.45,0,500,101.05,225000,10,35
2.56,12.8,27,0,0,214.2,500,81000,5,15
43.16,215.8,96.5,0,0.1,456.45,500,297000,5,20
51.37,256.85,135.9,0,0.1,441.95,500,355500,5,25
2.99,14.95,24.3,0,0,262,500,40500,5,20
63.97,319.85,121.85,0,0.15,467.25,500,360000,5,10
2.95,14.75,0,56.7,0,500,125.9,346500,10,35
75.49,377.45,111.05,26.8,0.15,479.65,498.75,238500,5,10
99.11,495.55,259.2,0,0.25,443.05,500,301500,5,10
3.1,15.5,0,85.15,0,500,89.55,369000,10,35
2.66,13.3,23.95,0,0,242.75,500,27000,5,20
4.54,22.7,0,105.65,0,500,105.05,391500,5,5
5.54,27.7,0,99,0,500,134.7,396000,5,15
3.42,17.1,0,18.9,0,500,335.45,58500,5,10
3.2,16,26.1,0,0,261.3,500,85500,5,15
4.79,23.95,35.1,0,0,281.8,500,0,5,25
4.9,24.5,15.85,0,0,419.8,500,405000,5,15
3.53,17.65,22.5,0,0,308.6,500,139500,5,15
2.88,14.4,26.1,0,0,241.55,500,67500,5,25
3.74,18.7,19.25,0,0,348.4,500,13500,5,20
116.35,581.75,237.4,0,0.25,462.95,500,247500,5,5
3.31,16.55,22.85,0,0,293.3,500,117000,5,15
73.62,368.1,253.45,0,0.15,411.8,500,355500,5,10
16.7,83.5,32.2,63.9,0.05,466.5,397.05,220500,5,20
65.45,327.25,119.15,0,0.15,469.85,500,337500,5,20
2.74,13.7,25,0,0,240.3,500,72000,5,25
3.1,15.5,14.75,0,0,362.2,500,103500,10,30
3.06,15.3,0,85.15,0,500,88.45,369000,10,30
41.87,209.35,147.25,0,0.1,408.95,500,135000,5,15
69.08,345.4,202.5,0,0.15,431.35,500,292500,5,25
53.39,266.95,125.3,0,0.1,452.6,500,175500,5,5
83.34,416.7,221.2,0,0.2,441.65,500,202500,5,15
5.26,26.3,0,77.75,0,500,160.2,225000,5,25
3.2,16,27,0,0,254.9,500,108000,5,15
2.95,14.75,31.5,0,0,212.05,500,67500,5,10
2.66,13.3,25.4,0,0,231.95,500,22500,5,10
4.21,21.05,0,94.15,0,500,109.1,364500,10,35
3.1,15.5,12.05,0,0,394.75,500,63000,5,5
3.17,15.85,18,0,0,330.45,500,130500,5,20
3.28,16.4,27.35,0,0,257.15,500,139500,10,30
2.7,13.5,22.3,0,0,258.95,500,58500,5,15
2.88,14.4,18.9,0,0,303,500,108000,5,25
2.99,14.95,15.5,0,0,347.1,500,99000,5,15
48.13,240.65,147.6,0,0.1,426.2,500,274500,5,5
95.54,477.7,176.75,0,0.2,468.95,500,301500,5,10
2.77,13.85,25.9,0,0,235.8,500,54000,5,5
5.9,29.5,31.15,0,0,343.8,500,40500,10,35
3.85,19.25,30.6,0,0,266.25,500,423000,10,30
4.5,22.5,0,107.1,0,500,102.8,360000,10,35
2.74,13.7,24.5,0,0,244.05,500,58500,5,20
3.13,15.65,24.1,0,0,272.3,500,135000,5,10
105.8,529,231.5,0,0.25,458.05,500,283500,5,25
7.16,35.8,0.55,73.6,0,499.95,218.7,391500,5,20
3.24,16.2,22.5,0,0,292.15,500,81000,5,5
2.88,14.4,20.9,0,0,283.7,500,4500,5,10
2.92,14.6,21.8,0,0,278.25,500,67500,5,5
4,20,21.95,0,0,336.75,500,121500,10,30
86.83,434.15,155.15,0,0.2,470.85,500,364500,5,5
39.17,195.85,172.45,0,0.1,375.25,500,13500,5,25
49.79,248.95,62.1,0,0.1,485.15,500,373500,5,5
3.1,15.5,29.7,0,0,231.35,500,112500,10,30
2.88,14.4,26.65,0,0,237.7,500,85500,5,5
51.77,258.85,87.65,0,0.1,473.6,500,369000,5,5
128.66,643.3,366.1,0,0.3,434.55,500,369000,5,10
3.1,15.5,20.7,0,0,299.7,500,121500,5,5
3.92,19.6,20.9,0,0,342.05,500,423000,5,10
3.02,15.1,14.95,0,0,355.3,500,54000,5,10
85.61,428.05,207,0,0.2,450.15,500,49500,10,30
9.65,48.25,9.2,77.95,0,491.15,263.15,220500,10,30
29.59,147.95,41.95,0,0.05,481.05,500,256500,10,35
99.22,496.1,79.9,0,0.25,493.65,500,396000,5,25
82.51,412.55,170.3,0,0.2,462.15,500,301500,5,5
53.96,269.8,258.65,0,0.1,360.95,500,153000,5,10
7.27,36.35,11.5,2,0,476.7,499.25,144000,5,10
2.88,14.4,28.45,0,0,225.8,500,121500,5,25
32.29,161.45,0.9,20.15,0.05,500,496.15,175500,10,30
3.6,18,0,83,0,500,105.95,274500,10,35
90.68,453.4,275.6,0,0.2,427.25,500,153000,10,35
80.82,404.1,179.45,0,0.2,456.95,500,184500,5,25
3.6,18,0,81,0,500,108.45,184500,10,35
4.46,22.3,0,123.3,0,500,89,342000,5,15
58.9,294.5,183.4,0,0.15,424.45,500,360000,5,5
4.07,20.35,27.55,0,0,297.05,500,139500,5,25
3.1,15.5,25.2,0,0,261.95,500,76500,5,20
47.38,236.9,157.85,0,0.1,416.1,500,333000,5,15
3.74,18.7,0,126.35,0,500,73.2,369000,10,30
3.38,16.9,18,0,0,342.25,500,90000,10,35
112.03,560.15,325.6,0,0.25,432.3,500,333000,5,25
2.99,14.95,0,70.4,0,500,103.85,216000,10,35
95.18,475.9,149.2,0,0.2,477.1,500,184500,5,25
3.74,18.7,0,54.2,0,500,163.1,333000,10,35
3.28,16.4,12.05,0.35,0,402.95,499.9,67500,5,10
56.23,281.15,118.45,0,0.15,460.8,500,252000,5,15
3.17,15.85,0,97.75,0,500,80.05,387000,10,35
3.42,17.1,22.7,0,0,300.85,500,418500,5,25
3.78,18.9,7,70.2,0,468.85,130,400500,5,25
32.69,163.45,46.8,0,0.05,480.7,500,252000,10,30
3.53,17.65,16.9,0,0,361.15,500,423000,5,25
47.45,237.25,59.2,0.2,0.1,485.15,500,364500,5,20
34.16,170.8,159.3,0,0.1,365.65,500,148500,5,15
62.17,310.85,156.95,0,0.15,446.35,500,315000,5,15
3.67,18.35,25.75,0,0,290.15,500,135000,5,20
3.92,19.6,0,90.9,0,500,105.4,337500,5,25
51.52,257.6,111.05,0,0.1,459.15,500,270000,5,20
4.21,21.05,21.25,0,0,351.9,500,139500,10,35
3.35,16.75,0,97.4,0,500,84.75,297000,10,30
50.87,254.35,53.1,1.8,0.1,489.45,500,288000,5,5
2.92,14.6,15.1,0,0,347.55,500,153000,10,35
115.13,575.65,226.45,0,0.25,465.3,500,261000,5,25
62.35,311.75,101.35,0,0.15,475.5,500,243000,5,25
8.5,42.5,0.2,91.8,0,500,210.05,220500,5,15
2.84,14.2,21.95,0,0,271.6,500,112500,5,5
53.75,268.75,79.55,0,0.1,479.45,500,256500,5,25
3.56,17.8,19.8,0,0,334.25,500,0,5,15
3.1,15.5,16.2,0,0,345.65,500,103500,5,5
45.47,227.35,171.55,0,0.1,399.1,500,207000,5,20
67.07,335.35,206.8,0,0.15,425.6,500,211500,5,15
102.35,511.75,174.6,0,0.25,473.2,500,355500,5,5
3.42,17.1,13.85,0,0,388.55,500,49500,10,35
2.88,14.4,25.9,0,0,242.95,500,13500,5,5
4.5,22.5,0,117.9,0,500,93.75,373500,10,35
3.1,15.5,18.55,0,0,320.6,500,31500,5,5
2.92,14.6,25.9,0,0,245.55,500,31500,10,30
3.02,15.1,0,83.5,0,500,89,297000,10,30
15.62,78.1,66.4,0,0.05,380.95,500,22500,10,35
3.38,16.9,21.25,0,0,311.2,500,81000,5,20
2.88,14.4,8.65,1.6,0,428.6,496.95,130500,5,20
61.31,306.55,128,0,0.15,461.4,500,193500,5,15
3.24,16.2,16.2,0,0,353.55,500,121500,10,35
62.68,313.4,201.25,0,0.15,420.7,500,162000,5,20
31.86,159.3,43.55,0,0.05,482.3,500,211500,10,30
4.39,21.95,21.95,0,0,353.55,500,112500,5,20
32.72,163.6,119.7,0,0.1,403.5,500,414000,5,15
55.62,278.1,88.9,0,0.15,476.25,500,171000,5,25
58.25,291.25,103.85,0,0.15,470.95,500,175500,5,20
50.72,253.6,91.1,29.35,0.1,470.55,496.7,238500,5,20
2.81,14.05,20,0,0,287.4,500,58500,5,15
71.5,357.5,241.55,0,0.15,414.3,500,256500,5,15
4.75,23.75,20.35,0,0,379.7,500,54000,10,30
4.61,23.05,21.6,0,0,364.85,500,90000,5,15
3.64,18.2,32.05,0,0,246.9,500,0,5,5
58.18,290.9,177.65,0,0.15,426.7,500,247500,5,20
39.82,199.1,41.75,0,0.1,489.35,500,364500,5,20
3.13,15.65,27.7,0,0,245.95,500,58500,5,15
3.56,17.8,18,0,0,351.55,500,36000,5,5
86.51,432.55,261.55,0,0.2,427.85,500,256500,5,15
51.7,258.5,147.4,0,0.1,434.35,500,310500,5,5
2.59,12.95,0,60.1,0,500,105.3,198000,5,15
3.49,17.45,20.9,0,0,320.45,500,427500,5,25
3.46,17.3,20.7,0,0,320.65,500,423000,5,10
2.74,13.7,23.2,0,0,254.25,500,13500,5,25
34.85,174.25,128.7,0,0.1,402.2,500,409500,5,15
4.03,20.15,0,105.3,0,500,93.95,261000,10,35
2.66,13.3,23.05,0,0,249.9,500,85500,10,35
56.63,283.15,173.5,0,0.15,426.35,500,193500,5,5
2.74,13.7,27.55,0,0,222.65,500,90000,5,20
38.12,190.6,205.55,0,0.1,339.95,500,153000,5,5
54.07,270.35,97.2,0,0.1,470.5,500,369000,5,20
3.96,19.8,16.55,0.55,0,383.65,499.8,99000,10,30
4.72,23.6,19.45,0,0,385.85,500,4500,5,10
2.95,14.75,29.15,0,0,225.75,500,103500,10,30
43.92,219.6,95.75,0,0.1,458.35,500,274500,5,20
5.62,28.1,18.7,0,0,416.25,500,153000,5,15
32.98,164.9,122.05,0,0.1,401.9,500,40500,5,10
5.08,25.4,0,88.4,0,500,138.1,288000,5,25
4,20,19.25,0,0,360.25,500,427500,5,20
3.31,16.55,28.25,0,0,252.75,500,67500,5,10
26.64,133.2,136.6,0,0.05,349.05,500,148500,5,5
54.58,272.9,189.7,0,0.15,410.55,500,310500,5,10
6.23,31.15,0,126.35,0,500,119.7,225000,5,10
5.4,27,16.75,0,0,424.9,500,405000,5,20
2.81,14.05,22.3,0,0,266.55,500,94500,5,15
11.45,57.25,0,27,0.05,500,452.25,175500,10,35
66.56,332.8,255.95,0,0.15,396.35,500,180000,5,10
6.73,33.65,22.7,0,0,414.5,500,144000,5,10
3.85,19.25,0,117.9,0,500,80.55,396000,5,15
4.46,22.3,16.9,0,0,398.5,500,135000,5,20
3.53,17.65,0,32.2,0,500,240.35,328500,10,30
3.74,18.7,0,66.05,0,500,136.2,387000,5,25
2.95,14.75,0,59.95,0,500,119.45,211500,10,35
3.42,17.1,33.1,0,0,229.5,500,423000,5,20
32.22,161.1,31.85,0.7,0.05,490.5,500,373500,5,20
3.06,15.3,29.35,0,0,231.15,500,94500,5,25
2.92,14.6,21.4,0,0,281.8,500,130500,5,15
3.74,18.7,0,81,0,500,112.45,234000,10,30
3.2,16,0,85.3,0,500,92.2,355500,10,30
102.56,512.8,212.2,0,0.25,462,500,279000,5,10
90.58,452.9,133.4,0,0.2,479.65,500,400500,5,20
5.11,25.55,0,128.7,0,500,97.35,270000,10,35
4.03,20.15,0,120.95,0,500,82.15,351000,10,30
66.02,330.1,334.45,0,0.15,351.25,500,157500,5,15
4.18,20.9,23.2,0,0,334.65,500,108000,10,35
30.06,150.3,111.8,0,0.05,401.2,500,54000,5,20
6.19,30.95,0,133.4,0,500,113,396000,5,5
3.35,16.75,31.5,0,0,234.75,500,414000,5,15
78.23,391.15,253.6,0,0.2,419.55,500,153000,5,5
96.7,483.5,209.15,0,0.2,458.9,500,297000,5,10
131.54,657.7,246.05,0,0.3,468.3,500,310500,5,5
37.15,185.75,35.3,32.4,0.1,491.2,492.55,238500,5,15
3.06,15.3,18,0,0,323.8,500,90000,5,25
2.7,13.5,25.2,0,0,236.1,500,103500,5,20
4.39,21.95,24.85,0,0,331,500,409500,5,15
70.34,351.7,110.5,22.7,0.15,477,498.95,238500,5,25
59.33,296.65,146.7,0,0.15,448.2,500,346500,5,5
4.79,23.95,0,92.35,0,500,125.5,247500,10,30
3.06,15.3,0,53.3,0,500,137.95,211500,10,35
2.84,14.2,25.9,0,0,240.35,500,22500,10,35
6.55,32.75,3.95,70.75,0,496.4,210.05,220500,10,30
5,25,9.2,77.6,0,469.25,153.3,400500,5,20
66.53,332.65,215.3,0,0.15,419.75,500,252000,5,15
3.06,15.3,11.35,0,0,401.55,500,90000,10,30
3.13,15.65,19.1,0,0,316.9,500,405000,10,35
2.81,14.05,23.95,0,0,253,500,67500,5,25
2.74,13.7,24.5,0,0,244.05,500,418500,10,30
54.07,270.35,222.1,0,0.1,386.35,500,414000,5,25
3.64,18.2,25,0,0,294.3,500,4500,5,10
41.36,206.8,183.4,0,0.1,374.1,500,4500,5,25
3.6,18,0,71.45,0,500,122.15,315000,10,35
2.99,14.95,0,72.35,0,500,101.2,342000,10,35
37.73,188.65,137.5,0,0.1,404.05,500,117000,5,10
46.91,234.55,93.05,0,0.1,464.75,500,337500,5,20
13.54,67.7,48.25,0,0.05,407.15,500,27000,5,20
3.56,17.8,30.25,0,0,253.55,500,36000,5,20
7.16,35.8,0,102.6,0,500,164.7,382500,5,15
24.23,121.15,3.8,10.45,0.05,499.75,498.15,234000,10,30
46.73,233.65,57.4,0.35,0.1,485.55,500,306000,5,25
29.56,147.8,0.35,21.6,0.05,500,494.75,229500,5,15
3.53,17.65,0,22.5,0,500,308.6,333000,10,30
87.19,435.95,219.6,0,0.2,446.55,500,423000,5,15
3.2,16,0,29.9,0,500,235.9,202500,5,20
2.74,13.7,24.1,0,0,247.1,500,103500,5,5
4.03,20.15,0,49.7,0,500,187.85,220500,5,15
136.87,684.35,359.45,0,0.3,442.65,500,211500,5,15
66.42,332.1,316.25,0,0.15,362.1,500,207000,5,10
3.13,15.65,15.85,0,0,351.3,500,108000,5,5
51.8,259,61.75,20.15,0.1,486.35,498.5,238500,5,20
64.04,320.2,199.45,0,0.15,424.4,500,306000,5,25
3.1,15.5,16,0,0,347.9,500,94500,5,15
3.6,18,18.35,0,0,350.15,500,36000,5,10
56.84,284.2,166.15,0,0.15,431.65,500,288000,5,10
48.6,243,99.9,0,0.1,462.45,500,337500,5,15
98.46,492.3,138.95,0,0.25,481.2,500,171000,5,10
102.64,513.2,143.45,0,0.25,481.55,500,279000,5,5
3.06,15.3,23.05,0,0,276.5,500,130500,5,20
50.72,253.6,73.25,7.2,0.1,480.35,499.8,400500,5,10
91.48,457.4,188.3,0,0.2,462.35,500,310500,5,5
9.5,47.5,0,99.9,0,500,214.7,319500,5,15
2.99,14.95,0,63,0,500,115.45,364500,10,35
2.95,14.75,20,0,0,296.75,500,139500,10,35
48.85,244.25,160,0,0.1,418.25,500,184500,5,5
3.71,18.55,0,103.7,0,500,88.05,198000,10,35
49.25,246.25,168.1,0,0.1,412.95,500,328500,5,20
3.02,15.1,0,85.85,0,500,86.6,373500,5,15
2.77,13.85,27,0,0,228.2,500,94500,5,25
30.13,150.65,2.5,10.25,0.05,499.95,498.85,283500,10,35
4.97,24.85,0,106.4,0,500,113.7,234000,5,25
3.13,15.65,26.45,0,0,254.6,500,103500,5,20
80.32,401.6,224.65,0,0.2,436.35,500,283500,5,25
5.69,28.45,20.15,0,0,408.05,500,148500,5,15
3.42,17.1,24.3,0,0,287.75,500,427500,5,25
41.62,208.1,9.7,0.7,0.1,499.45,500,288000,10,30
4.03,20.15,0,63.7,0,500,150.8,225000,10,35
3.13,15.65,13.85,0,0,374.45,500,409500,10,30
3.13,15.65,0,84.4,0,500,91.15,288000,10,35
51.26,256.3,119.9,0,0.1,452.9,500,274500,5,25
3.17,15.85,0,83.15,0,500,93.6,382500,10,35
3.2,16,9.9,1.6,0,425.2,497.5,427500,10,30
3.35,16.75,20.15,0,0,319.6,500,18000,5,10
101.23,506.15,231.5,0,0.25,454.7,500,171000,5,5
4.14,20.7,0,52.2,0,500,184.3,225000,10,30
73.48,367.4,154.8,0,0.15,460.75,500,315000,5,10
5.11,25.55,0,127.45,0,500,98.3,292500,10,35
3.13,15.65,29.5,0,0,234.3,500,90000,10,30
3.02,15.1,0,82.8,0,500,89.7,297000,5,20
68.26,341.3,231.3,0,0.15,413.9,500,211500,5,20
4.1,20.5,0,83.9,0,500,118.7,396000,5,15
32.65,163.25,14.95,16.2,0.05,497.9,497.55,162000,10,35
4.75,23.75,0,131.05,0,500,89.15,225000,5,25
16.45,82.25,4.85,32.95,0.05,499.15,464.15,238500,10,35
3.17,15.85,23.2,0,0,282.05,500,31500,10,35
85.1,425.5,342.2,0,0.2,389.65,500,157500,5,5
3.2,16,25.55,0,0,265.35,500,139500,5,25
81.4,407,216.9,0,0.2,441.25,500,162000,5,10
4.07,20.35,16.75,0.7,0,386.05,499.7,27000,5,10
33.12,165.6,4.15,25,0.1,499.85,494.4,319500,5,25
41.26,206.3,91.25,0,0.1,457.25,500,216000,5,5
4,20,15.85,0,0,391.85,500,409500,10,35
2.74,13.7,25.9,0,0,233.8,500,72000,10,35
4.07,20.35,0,101.9,0,500,97.9,292500,5,5
134.6,673,331.2,0,0.3,448.6,500,297000,5,5
2.66,13.3,25.9,0,0,228.4,500,58500,5,5
52.38,261.9,156.8,0,0.1,429,500,189000,5,25
3.31,16.55,11,0,0,416.4,500,108000,5,5
2.45,12.25,23.05,0,0,234.65,500,423000,5,15
113,565,184.15,0,0.25,475.4,500,360000,5,10
3.35,16.75,18.7,0,0,333.6,500,423000,5,5
48.71,243.55,140.75,0,0.1,432.9,500,342000,5,10
4.46,22.3,40.85,0,0,239.6,500,414000,5,10
3.74,18.7,0,111.6,0,500,82.65,396000,10,35
2.74,13.7,0,59.4,0,500,112.35,297000,10,35
3.46,17.3,18.9,0,0,337.6,500,94500,5,10
3.06,15.3,0,86.6,0,500,87,396000,10,35
91.01,455.05,170.65,0,0.2,468.15,500,360000,5,20
64.4,322,233.1,0,0.15,405,500,157500,5,15
64.19,320.95,196,0,0.15,426.7,500,283500,5,20
5.29,26.45,0,85.5,0,500,147.75,220500,5,15
2.99,14.95,27.9,0,0,236.15,500,72000,5,10
87.62,438.1,214.2,0,0.2,449.2,500,9000,10,30
46.84,234.2,93.6,0,0.1,464.3,500,180000,5,10
57.31,286.55,171,0,0.15,429.35,500,4500,5,15
2.95,14.75,22.5,0,0,274.15,500,63000,5,25
3.82,19.1,22.5,0,0,323.6,500,13500,5,15
3.85,19.25,0,84.05,0,500,111.6,396000,5,15
2.95,14.75,24.5,0,0,257.9,500,63000,5,10
81.5,407.5,160.4,0,0.2,465.25,500,288000,10,30
4.18,20.9,27.9,0,0,299.75,500,81000,10,30
56.56,282.8,155,0,0.15,438.45,500,414000,5,25
5.04,25.2,0,85.85,0,500,140.85,234000,5,20
65.92,329.6,170.65,0,0.15,444,500,193500,5,15
48.06,240.3,104.75,0,0.1,458.35,500,171000,5,20
34.27,171.35,10.8,11.9,0.1,499,498.8,247500,10,30
2.99,14.95,26.45,0,0,246.05,500,99000,5,10
3.49,17.45,0,81.2,0,500,105.05,256500,5,5
2.74,13.7,21.4,0,0,269.6,500,112500,5,15
2.7,13.5,26.1,0,0,229.7,500,40500,5,25
65.84,329.2,151.4,0,0.15,454.25,500,243000,5,15
29.95,149.75,121.85,0,0.05,387.85,500,36000,5,20
2.95,14.75,28.25,0,0,231.4,500,27000,5,20
3.64,18.2,29.9,0,0,259.95,500,54000,10,30
3.6,18,0,83.9,0,500,104.9,387000,10,35
40.97,204.85,75.95,0,0.1,468.8,500,333000,5,10
3.49,17.45,0,131.6,0,500,65.7,342000,10,30
3.2,16,24.1,0,0,276.55,500,67500,5,25
60.8,304,172.1,0,0.15,435.1,500,342000,5,5
3.82,19.1,0,129.6,0,500,72.9,342000,5,10
3.38,16.9,0,87.65,0,500,94.65,369000,10,30
127.33,636.65,253.1,0,0.3,464.65,500,270000,5,15
2.95,14.75,27.35,0,0,237.35,500,22500,5,10
5.22,26.1,15.85,0.55,0,427.35,499.9,139500,5,5
3.89,19.45,17.45,0,0,372.15,500,148500,5,10
44.42,222.1,89.65,0,0.1,463.65,500,301500,5,5
3.1,15.5,19.1,0,0,315.05,500,40500,5,5
31.36,156.8,9,7.75,0.05,499.2,499.4,265500,10,35
4.21,21.05,0,110.35,0,500,93.7,373500,10,35
3.35,16.75,11.5,0.7,0,412.2,499.55,103500,5,5
6.59,32.95,2.7,93.4,0,498.35,166.35,220500,5,20
76.64,383.2,237.95,0,0.2,424.75,500,351000,5,20
43.67,218.35,145.25,0,0.1,416.3,500,216000,5,20
2.99,14.95,19.8,0,0,301.3,500,54000,10,30
3.1,15.5,19.1,0,0,315.05,500,36000,5,10
3.92,19.6,29,0,0,280,500,405000,10,35
2.92,14.6,23.75,0,0,261.85,500,85500,5,20
41.22,206.1,28.25,0.35,0.1,495.35,500,315000,5,20
92.92,464.6,162,0,0.2,472.1,500,198000,5,5
4.36,21.8,20,0,0,368.45,500,126000,5,15
2.84,14.2,0,84.95,0,500,82.45,234000,5,15
3.06,15.3,20,0,0,303.8,500,31500,5,10
4.25,21.25,23.75,0,0,333.4,500,117000,5,25
66.96,334.8,155.7,1.25,0.15,453.35,500,315000,5,10
47.2,236,122.4,0,0.1,443.85,500,180000,5,25
2.66,13.3,0,58.7,0,500,110.5,364500,5,15
3.06,15.3,11.7,0,0,397.2,500,103500,5,20
37.87,189.35,34.2,0,0.1,492.05,500,337500,5,20
110.88,554.4,235.1,0,0.25,460.3,500,207000,5,15
4.61,23.05,22.3,0,0,359.35,500,31500,5,5
2.77,13.85,0,59.95,0,500,112.55,378000,10,35
2.84,14.2,0,85.3,0,500,82.1,369000,5,15
37.26,186.3,114.65,7.55,0.1,425.85,499.6,216000,5,25
2.63,13.15,26.65,0,0,221.25,500,427500,10,35
2.99,14.95,26.3,0,0,247.1,500,40500,10,30
2.95,14.75,25.55,0,0,250,500,72000,5,10
4,20,0,68.95,0,500,139.3,247500,10,35
4.28,21.4,0,39.8,0,500,236.8,234000,5,25
32.94,164.7,84.25,0,0.1,445.15,500,211500,10,35
5,25,27.2,0,0,338.35,500,103500,10,35
41.69,208.45,158.05,0,0.1,398.4,500,18000,5,25
54.43,272.15,111.8,0,0.1,462.5,500,162000,5,15
3.53,17.65,0,70.55,0,500,121.35,297000,10,30
2.81,14.05,28.1,0,0,223.6,500,27000,5,5
66.67,333.35,188.1,0,0.15,435.45,500,171000,5,10
5.15,25.75,0,129.25,0,500,97.7,396000,5,20
54.47,272.35,145.45,0,0.1,441.05,500,274500,5,10
3.1,15.5,0,84.4,0,500,90.3,391500,5,15
2.81,14.05,25.2,0,0,243.5,500,31500,5,25
3.2,16,0,75.4,0,500,103.8,211500,5,15
2.95,14.75,25.55,0,0,250,500,81000,5,25
2.95,14.75,22.85,0,0,271.15,500,405000,10,35
3.49,17.45,27.9,0,0,265.15,500,144000,5,10
40.21,201.05,5.75,9.9,0.1,499.8,499.4,396000,5,20
40.46,202.3,67.85,2.15,0.1,474.05,499.95,400500,5,15
3.53,17.65,22.15,0,0,311.6,500,22500,10,35
41.83,209.15,79.2,0,0.1,467.6,500,279000,5,25
3.02,15.1,19.6,0,0,305.15,500,418500,10,30
28.01,140.05,2,7.55,0.05,499.95,499.3,261000,10,35
3.56,17.8,0,104.75,0,500,83.75,391500,10,30
50.4,252,174.05,0,0.1,411.4,500,207000,5,20
2.81,14.05,24.85,0,0,246.1,500,4500,5,5
42.73,213.65,71.1,0,0.1,474.4,500,360000,5,20
46.8,234,69.65,0,0.1,479.2,500,346500,5,10
4.93,24.65,38.15,0,0,271.35,500,405000,5,25
4.54,22.7,21.8,0,0,360.65,500,108000,5,15
122.8,614,294.5,0,0.3,450.8,500,162000,5,10
66.85,334.25,213.65,0,0.15,421.3,500,247500,5,5
2.56,12.8,23.4,0,0,239.95,500,121500,10,35
3.17,15.85,0,85.7,0,500,90.95,175500,10,35
3.31,16.55,26.65,0,0,263.8,500,130500,5,20
55.76,278.8,93.95,0.2,0.15,473.8,500,369000,5,10
